Waterbody,Species,Date,Sample.code,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Dolly Varden, 2021-06-01,18,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,15,1,0.562311205
Montana Creek,Dolly Varden, 2021-06-01,19,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2.5,2,0.147700985
Montana Creek,Dolly Varden, 2021-06-01,19,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,13,1,2.811124793
Montana Creek,Dolly Varden, 2021-06-01,19,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Dolly Varden, 2021-06-01,19,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-06-01,19,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8,7,2.472030564
Montana Creek,Dolly Varden, 2021-06-01,19,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,10,2,0.833103965
Montana Creek,Dolly Varden, 2021-06-01,19,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,5,1,0.249406064
Montana Creek,Dolly Varden, 2021-06-01,19,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,7,1,0.765620176
Montana Creek,Dolly Varden, 2021-06-01,19,Brachycera,P,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,6,1,0.411489848
Montana Creek,Dolly Varden, 2021-06-01,19,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,8,1,1.874694396
Montana Creek,Dolly Varden, 2021-06-01,19,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.184178316
Montana Creek,Dolly Varden, 2021-06-01,19,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,20,1,0.695715057
Montana Creek,Dolly Varden, 2021-06-01,19,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,30,1,0.939158588
Montana Creek,Dolly Varden, 2021-06-01,19,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,5,1,0.302661536
Montana Creek,Dolly Varden, 2021-06-01,19,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3.5,2,0.680482789
Montana Creek,Dolly Varden, 2021-06-04,13,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-06-04,13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,15,2,20.7785837
Montana Creek,Dolly Varden, 2021-06-04,13,Hydropsychidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,15,1,12.70576609
Montana Creek,Dolly Varden, 2021-06-04,13,Chilopoda,U,non-insect,Terrestrial,Arthropoda: Chilopoda,miscellaneous non-insect,x,centipedes,12,1,2.887679101
Montana Creek,Dolly Varden, 2021-06-04,13,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,12,1,4.698991774
Montana Creek,Dolly Varden, 2021-06-04,13,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,1,0.019800744
Montana Creek,Dolly Varden, 2021-06-04,14,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,2,0.242944461
Montana Creek,Dolly Varden, 2021-06-04,14,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.413179363
Montana Creek,Dolly Varden, 2021-06-04,14,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,1,0.517090839
Montana Creek,Dolly Varden, 2021-06-04,15,Pisces,E,Vertebrata,Marine.pisces,Vertebrata,x,x,x,21,4,164.8454171
Montana Creek,Dolly Varden, 2021-06-04,15,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Dolly Varden, 2021-06-04,15,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,9,1,4.585720981
Montana Creek,Dolly Varden, 2021-06-04,15,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,9,1,2.516826462
Montana Creek,Dolly Varden, 2021-06-04,15,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.085034104
Montana Creek,Dolly Varden, 2021-06-04,15,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,17,1,14.61020193
Montana Creek,Dolly Varden, 2021-06-04,15,Isopoda (terrestrial),U,non-insect,Terrestrial,Crustacea: Isopoda,x,x,sow and pill bugs,8,1,7.283909323
Montana Creek,Dolly Varden, 2021-06-04,15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Dolly Varden, 2021-06-04,15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Dolly Varden, 2021-06-04,15,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,2,1.0835392
Montana Creek,Dolly Varden, 2021-06-04,15,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,9,1,4.585720981
Montana Creek,Dolly Varden, 2021-06-04,18,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Dolly Varden, 2021-06-04,18,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,2,0.135485712
Montana Creek,Dolly Varden, 2021-06-04,19,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,1,0.521083892
Montana Creek,Dolly Varden, 2021-06-09,1,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,6,0.748429207
Montana Creek,Dolly Varden, 2021-06-09,1,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,3,0.855696192
Montana Creek,Dolly Varden, 2021-06-09,1,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,3,1.6253088
Montana Creek,Dolly Varden, 2021-06-09,1,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,1,0.915083479
Montana Creek,Dolly Varden, 2021-06-09,1,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,2,0.460162439
Montana Creek,Dolly Varden, 2021-06-09,1,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,1,0.497954677
Montana Creek,Dolly Varden, 2021-06-09,1,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1.5,1,0.010654246
Montana Creek,Dolly Varden, 2021-06-09,1,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,5,2,1.91600713
Montana Creek,Dolly Varden, 2021-06-09,1,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2.5,1,0.10627943
Montana Creek,Dolly Varden, 2021-06-09,1,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,3,0.059402232
Montana Creek,Dolly Varden, 2021-06-09,1,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Dolly Varden, 2021-06-09,1,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1.5,1,0.005201197
Montana Creek,Dolly Varden, 2021-06-09,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1.5,1,0.005201197
Montana Creek,Dolly Varden, 2021-06-09,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,2.5,1,0.098145022
Montana Creek,Dolly Varden, 2021-06-09,2,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Dolly Varden, 2021-06-09,2,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,3,0.095723834
Montana Creek,Dolly Varden, 2021-06-09,2,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,2,0.39149329
Montana Creek,Dolly Varden, 2021-06-09,2,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3.5,1,0.047763768
Montana Creek,Dolly Varden, 2021-06-09,2,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,7,1,1.204294056
Montana Creek,Dolly Varden, 2021-06-09,2,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Dolly Varden, 2021-06-09,2,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,5,1.42616032
Montana Creek,Dolly Varden, 2021-06-09,2,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,4,2.1670784
Montana Creek,Dolly Varden, 2021-06-09,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2.5,1,0.10627943
Montana Creek,Dolly Varden, 2021-06-09,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-06-09,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-06-09,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,2,3.002495013
Montana Creek,Dolly Varden, 2021-06-09,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2.5,1,0.13469471
Montana Creek,Dolly Varden, 2021-06-09,4,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,6,2,1.589923238
Montana Creek,Dolly Varden, 2021-06-09,4,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,7,1,1.184689264
Montana Creek,Dolly Varden, 2021-06-09,4,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,5,2,0.99187077
Montana Creek,Dolly Varden, 2021-06-09,4,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,1,0.509069418
Montana Creek,Dolly Varden, 2021-06-09,4,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,1,0.195746645
Montana Creek,Dolly Varden, 2021-06-09,4,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,1,0.019800744
Montana Creek,Dolly Varden, 2021-06-09,4,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-09,8,Empididae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,2,0.95804084
Montana Creek,Dolly Varden, 2021-06-09,8,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Dolly Varden, 2021-06-09,8,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-09,8,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-09,8,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,2,0.39149329
Montana Creek,Dolly Varden, 2021-06-09,8,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,10,1,0.416551982
Montana Creek,Dolly Varden, 2021-06-09,8,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,8,1,1.781652178
Montana Creek,Dolly Varden, 2021-06-09,8,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,17,3,48.76272109
Montana Creek,Dolly Varden, 2021-06-09,8,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1.5,35,0.372898601
Montana Creek,Dolly Varden, 2021-06-09,8,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Dolly Varden, 2021-06-09,8,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3.5,1,0.178198468
Montana Creek,Dolly Varden, 2021-06-09,8,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-09,8,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-09,8,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,1,0.915083479
Montana Creek,Dolly Varden, 2021-06-09,11,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,4,1,0.308137087
Montana Creek,Dolly Varden, 2021-06-09,11,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Dolly Varden, 2021-06-09,11,Leuctridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Leuctridae,stoneflies,4,1,0.121383358
Montana Creek,Dolly Varden, 2021-06-09,11,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-09,11,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-09,11,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,1,0.072855168
Montana Creek,Dolly Varden, 2021-06-09,11,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,2.5,1,0.082482054
Montana Creek,Dolly Varden, 2021-06-09,11,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,7,1,4.069254918
Montana Creek,Dolly Varden, 2021-06-09,11,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Dolly Varden, 2021-06-09,12,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Dolly Varden, 2021-06-09,12,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,3,0.203228568
Montana Creek,Dolly Varden, 2021-06-09,12,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,2,0.242944461
Montana Creek,Dolly Varden, 2021-06-09,12,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,3,0.095723834
Montana Creek,Dolly Varden, 2021-06-09,12,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.085034104
Montana Creek,Dolly Varden, 2021-06-09,12,Glossosomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,4,1,0.495116394
Montana Creek,Dolly Varden, 2021-06-09,12,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-06-09,12,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,11,1,3.786945489
Montana Creek,Dolly Varden, 2021-06-09,12,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Dolly Varden, 2021-06-09,12,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,6,1,0.842267989
Montana Creek,Dolly Varden, 2021-06-09,12,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-06-09,12,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,1,0.194639506
Montana Creek,Dolly Varden, 2021-06-09,12,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,4,1,0.278369714
Montana Creek,Dolly Varden, 2021-06-09,17,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,30,1,0.939158588
Montana Creek,Dolly Varden, 2021-06-09,17,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-06-09,17,Brachycera,P,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,9,1,1.174170381
Montana Creek,Dolly Varden, 2021-06-09,17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,1,3.315382034
Montana Creek,Dolly Varden, 2021-06-09,18,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,5,1,0.947191171
Montana Creek,Dolly Varden, 2021-06-09,18,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-06-09,19,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,10,1.247382012
Montana Creek,Dolly Varden, 2021-06-09,19,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Dolly Varden, 2021-06-09,19,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,4,0.155523886
Montana Creek,Dolly Varden, 2021-06-09,19,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,3,0.667631694
Montana Creek,Dolly Varden, 2021-06-09,19,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-06-09,19,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2.5,2,0.090501552
Montana Creek,Dolly Varden, 2021-06-09,19,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,2,0.170068209
Montana Creek,Dolly Varden, 2021-06-09,19,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,15,1,32.89260757
Montana Creek,Dolly Varden, 2021-06-09,19,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,3,1,0.081767503
Montana Creek,Dolly Varden, 2021-06-09,19,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-09,19,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,1,0.509069418
Montana Creek,Dolly Varden, 2021-06-09,20,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-06-09,20,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,6,1,0.842267989
Montana Creek,Dolly Varden, 2021-06-09,20,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,7,1,1.303048011
Montana Creek,Dolly Varden, 2021-06-09,20,Blephariceridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,2.5,1,0.136802272
Montana Creek,Dolly Varden, 2021-06-09,20,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Dolly Varden, 2021-06-09,20,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-06-09,20,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-06-09,20,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-09,21,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,2,1.018138837
Montana Creek,Dolly Varden, 2021-06-09,21,Neothremma,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Uenoidae,caddisflies,5,1,0.540211555
Montana Creek,Dolly Varden, 2021-06-09,21,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,1,1.880700239
Montana Creek,Dolly Varden, 2021-06-09,21,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,8,1,1.719089004
Montana Creek,Dolly Varden, 2021-06-09,21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-06-09,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,3,0.374214604
Montana Creek,Dolly Varden, 2021-06-09,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Dolly Varden, 2021-06-09,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,4,2.1670784
Montana Creek,Dolly Varden, 2021-06-09,21,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,12,1,4.698991774
Montana Creek,Dolly Varden, 2021-06-09,21,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,7,1,1.303048011
Montana Creek,Dolly Varden, 2021-06-09,21,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,15,1,10.38929185
Montana Creek,Dolly Varden, 2021-06-09,25,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,7,1,0.534694656
Montana Creek,Dolly Varden, 2021-06-09,25,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,7,1,0.700842119
Montana Creek,Dolly Varden, 2021-06-09,25,Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.770128768
Montana Creek,Dolly Varden, 2021-06-09,25,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-06-09,25,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,2,1.018138837
Montana Creek,Dolly Varden, 2021-06-09,25,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,4,1,1.463533877
